2018-01-19 20:20:37:077	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:079	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:080	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:081	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:163	00 00 00 0c 00 fa 75 81 00 00 00 00 00 00 00 
2018-01-19 20:20:37:165	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:166	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:168	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:169	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:171	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:173	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:174	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:176	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:177	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:179	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:180	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:181	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:263	00 00 00 0d 00 fa 75 e5 00 00 00 00 00 00 00 
2018-01-19 20:20:37:265	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:266	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:268	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:269	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:271	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:273	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:274	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:276	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:277	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:279	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:280	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:281	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:363	00 00 00 0e 00 fa 76 49 00 00 00 00 00 00 00 
2018-01-19 20:20:37:365	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:366	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:368	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:369	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:371	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:373	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:374	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:376	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:377	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:379	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:380	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:381	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:463	00 00 00 0f 00 fa 76 ad 00 00 00 00 00 00 00 
2018-01-19 20:20:37:465	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:466	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:468	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:469	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:471	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:473	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:474	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:476	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:477	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:479	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:480	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:481	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:563	00 00 00 10 00 fa 77 11 00 00 00 00 00 00 00 
2018-01-19 20:20:37:565	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:566	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:568	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:569	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:571	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:573	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:574	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:576	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:577	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:579	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:580	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:581	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:663	00 00 00 11 00 fa 77 75 00 00 00 00 00 00 00 
2018-01-19 20:20:37:665	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:666	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:668	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:669	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:671	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:673	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:674	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:676	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:677	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:679	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:680	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:681	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:763	00 00 00 12 00 fa 77 d9 00 00 00 00 00 00 00 
2018-01-19 20:20:37:765	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:766	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:768	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:769	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:771	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:773	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:774	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:776	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:777	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:779	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:780	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:781	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:38:995	00 00 00 01 00 fa 7c a8 00 00 00 00 00 00 00 
2018-01-19 20:20:38:996	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:38:997	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:38:999	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:000	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:002	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:004	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:005	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:007	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:008	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:010	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:011	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:012	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:094	00 00 00 02 00 fa 7d 0c 00 00 00 00 00 00 00 
2018-01-19 20:20:39:096	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:097	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:099	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:100	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:102	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:104	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:105	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:107	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:108	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:110	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:111	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:112	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:194	00 00 00 03 00 fa 7d 70 00 00 00 00 00 00 00 
2018-01-19 20:20:39:196	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:197	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:199	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:200	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:202	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:204	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:205	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:207	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:208	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:210	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:211	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:212	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:294	00 00 00 04 00 fa 7d d4 00 00 00 00 00 00 00 
2018-01-19 20:20:39:296	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:297	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:299	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:300	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:302	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:304	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:305	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:307	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:308	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:310	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:311	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:312	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:394	00 00 00 05 00 fa 7e 38 00 00 00 00 00 00 00 
2018-01-19 20:20:39:396	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:397	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:399	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:400	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:402	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:404	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:405	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:407	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:408	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:410	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:411	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:39:412	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:303	00 00 00 01 00 fa 81 c4 00 00 00 00 00 00 00 
2018-01-19 20:20:40:304	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:305	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:307	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:308	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:310	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:312	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:313	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:315	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:316	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:318	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:319	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:320	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:402	00 00 00 02 00 fa 82 28 00 00 00 00 00 00 00 
2018-01-19 20:20:40:404	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:405	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:407	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:408	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:410	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:412	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:413	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:415	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:416	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:418	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:419	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:420	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:502	00 00 00 03 00 fa 82 8c 00 00 00 00 00 00 00 
2018-01-19 20:20:40:504	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:505	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:507	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:508	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:510	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:512	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:513	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:515	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:516	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:518	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:519	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:520	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:602	00 00 00 04 00 fa 82 f0 00 00 00 00 00 00 00 
2018-01-19 20:20:40:604	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:605	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:607	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:608	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:610	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:612	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:613	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:615	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:616	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:618	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:619	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:620	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:702	00 00 00 05 00 fa 83 54 00 00 00 00 00 00 00 
2018-01-19 20:20:40:704	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:705	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:707	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:708	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:710	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:712	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:713	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:715	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:716	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:718	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:719	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:40:720	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:640	00 00 00 01 00 fa 86 fd 00 00 00 00 00 00 00 
2018-01-19 20:20:41:641	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:642	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:644	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:646	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:647	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:649	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:650	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:652	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:653	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:655	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:656	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:657	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:740	00 00 00 02 00 fa 87 61 00 00 00 00 00 00 00 
2018-01-19 20:20:41:741	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:743	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:744	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:746	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:747	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:749	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:750	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:752	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:753	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:755	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:756	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:758	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:839	00 00 00 03 00 fa 87 c5 00 00 00 00 00 00 00 
2018-01-19 20:20:41:841	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:842	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:844	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:845	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:847	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:848	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:850	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:852	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:853	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:855	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:856	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:857	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:939	00 00 00 04 00 fa 88 29 00 00 00 00 00 00 00 
2018-01-19 20:20:41:941	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:942	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:944	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:945	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:947	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:948	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:950	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:952	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:953	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:955	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:956	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:41:957	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:039	00 00 00 05 00 fa 88 8d 00 00 00 00 00 00 00 
2018-01-19 20:20:42:041	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:042	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:044	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:045	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:047	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:048	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:050	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:052	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:053	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:055	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:056	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:057	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:139	00 00 00 06 00 fa 88 f1 00 00 00 00 00 00 00 
2018-01-19 20:20:42:141	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:142	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:144	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:145	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:147	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:148	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:42:150	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
